age,balance,campaign,contact,day,default,deposit,duration,education,housing,job,loan,marital,month,pdays,poutcome,previous
23,82,4,cellular,4,no,no,289,tertiary,no,student,no,single,may,-1,unknown,0
57,630,1,unknown,29,no,no,52,primary,yes,blue-collar,no,married,may,-1,unknown,0
43,1202,1,unknown,30,yes,no,295,primary,no,blue-collar,no,married,may,-1,unknown,0
33,867,1,cellular,14,no,no,247,tertiary,yes,admin.,no,single,apr,-1,unknown,0
45,6200,2,cellular,29,no,no,103,tertiary,no,management,no,divorced,jul,-1,unknown,0
31,-422,2,cellular,18,no,no,64,secondary,yes,admin.,no,single,may,329,other,15
41,426,1,unknown,19,no,no,75,unknown,yes,self-employed,no,single,jun,-1,unknown,0
47,107,1,unknown,15,no,no,246,tertiary,no,management,no,divorced,may,-1,unknown,0
39,-96,6,telephone,12,yes,no,38,secondary,yes,services,yes,divorced,may,-1,unknown,0
47,581,6,cellular,26,no,no,79,secondary,yes,blue-collar,no,married,aug,-1,unknown,0
57,402,3,unknown,6,no,no,153,secondary,yes,technician,no,married,may,-1,unknown,0
52,555,2,cellular,12,no,no,314,secondary,yes,blue-collar,no,married,may,-1,unknown,0
45,67,2,cellular,5,no,no,326,secondary,no,admin.,no,married,feb,-1,unknown,0
42,72,2,cellular,20,no,no,124,tertiary,yes,management,no,married,apr,348,failure,3
32,1942,9,unknown,30,no,no,84,secondary,yes,self-employed,no,married,may,-1,unknown,0
31,373,5,cellular,22,no,no,346,secondary,no,technician,no,single,aug,-1,unknown,0
25,84,2,cellular,18,no,no,6,secondary,yes,blue-collar,no,single,may,-1,unknown,0
30,394,13,cellular,22,no,no,216,secondary,no,technician,no,married,aug,-1,unknown,0
33,925,3,cellular,20,no,no,884,primary,no,blue-collar,no,married,nov,-1,unknown,0
29,0,6,cellular,11,no,no,116,secondary,yes,blue-collar,no,married,may,-1,unknown,0
55,6690,1,cellular,30,no,no,534,secondary,no,retired,no,married,apr,-1,unknown,0
51,4178,1,unknown,30,no,no,556,secondary,yes,admin.,no,married,may,-1,unknown,0
68,20723,2,cellular,28,no,no,318,secondary,yes,retired,no,married,apr,-1,unknown,0
29,887,1,cellular,4,no,no,343,secondary,no,services,no,single,feb,-1,unknown,0
35,598,1,cellular,20,no,no,245,secondary,yes,self-employed,no,married,apr,-1,unknown,0
38,1,5,cellular,21,no,no,57,secondary,yes,technician,no,married,nov,199,success,1
39,4314,4,cellular,20,no,no,141,secondary,yes,management,no,divorced,nov,-1,unknown,0
47,2155,3,unknown,20,no,no,178,tertiary,no,technician,no,married,jun,-1,unknown,0
22,760,1,telephone,7,no,no,6,tertiary,no,management,no,single,dec,-1,unknown,0
44,1248,3,cellular,8,no,no,428,secondary,yes,admin.,yes,married,may,-1,unknown,0
38,5122,1,cellular,20,no,no,370,tertiary,yes,technician,no,single,nov,184,failure,1
56,191,3,cellular,23,no,no,335,secondary,no,services,no,divorced,jul,-1,unknown,0
56,230,4,unknown,9,no,no,73,secondary,no,management,no,married,may,-1,unknown,0
54,7010,2,cellular,11,no,no,275,tertiary,no,management,no,divorced,mar,-1,unknown,0
39,1970,1,unknown,8,no,no,30,secondary,yes,services,no,married,jun,404,success,2
36,3935,6,unknown,27,no,no,220,secondary,yes,blue-collar,yes,married,may,-1,unknown,0
42,437,3,cellular,11,no,no,120,secondary,yes,admin.,no,married,aug,190,failure,1
51,2323,10,cellular,18,no,no,151,secondary,yes,technician,yes,divorced,aug,-1,unknown,0
32,2213,2,cellular,29,no,no,125,tertiary,no,management,no,married,jan,154,failure,7
31,84,1,unknown,1,no,no,143,tertiary,no,management,yes,married,jul,-1,unknown,0
23,4545,1,cellular,3,no,no,200,secondary,no,technician,no,single,jun,-1,unknown,0
21,200,1,unknown,1,no,no,8,unknown,no,student,no,single,jun,-1,unknown,0
45,206,1,unknown,5,no,no,193,secondary,yes,admin.,no,single,may,-1,unknown,0
51,2937,3,telephone,21,no,no,30,secondary,no,technician,no,married,nov,-1,unknown,0
36,221,4,cellular,3,no,no,225,tertiary,no,unemployed,no,single,feb,-1,unknown,0
56,1521,2,cellular,21,no,no,19,secondary,yes,blue-collar,yes,married,nov,179,other,3
41,102,9,unknown,14,no,no,387,secondary,yes,technician,yes,married,may,-1,unknown,0
57,519,3,unknown,3,no,no,393,secondary,yes,retired,no,married,jun,-1,unknown,0
55,660,1,unknown,5,no,no,348,secondary,no,blue-collar,no,married,jun,-1,unknown,0
34,500,1,unknown,29,no,no,399,tertiary,yes,management,no,divorced,may,-1,unknown,0
32,1661,1,cellular,5,no,no,76,secondary,yes,admin.,no,married,feb,209,failure,2
41,961,1,unknown,29,no,no,117,unknown,yes,blue-collar,no,single,may,-1,unknown,0
32,-273,1,cellular,5,no,no,64,secondary,yes,admin.,no,divorced,may,-1,unknown,0
53,7067,3,unknown,6,no,no,82,tertiary,no,management,no,married,jun,-1,unknown,0
43,285,6,cellular,15,no,no,22,unknown,yes,blue-collar,no,married,may,-1,unknown,0
27,221,1,cellular,7,no,no,554,secondary,no,services,yes,married,jul,-1,unknown,0
48,479,5,unknown,20,no,no,148,secondary,no,technician,no,single,may,-1,unknown,0
33,1595,1,unknown,26,no,no,296,tertiary,yes,services,no,single,may,-1,unknown,0
41,65,2,unknown,6,no,no,524,tertiary,yes,management,no,married,may,-1,unknown,0
33,640,1,cellular,24,no,no,318,tertiary,no,admin.,no,married,jul,-1,unknown,0
25,490,1,cellular,7,no,no,394,tertiary,no,management,no,single,sep,-1,unknown,0
38,1440,2,cellular,11,no,no,111,tertiary,no,management,no,married,aug,-1,unknown,0
43,918,1,unknown,6,no,no,193,secondary,yes,self-employed,no,married,may,-1,unknown,0
56,6507,1,cellular,29,no,no,134,tertiary,yes,management,yes,single,jan,196,failure,1
28,4,5,unknown,27,no,no,133,secondary,yes,services,no,married,jun,-1,unknown,0
52,2289,1,cellular,21,no,no,81,tertiary,yes,self-employed,yes,married,nov,-1,unknown,0
32,131,3,unknown,3,no,no,267,tertiary,no,management,no,single,jun,-1,unknown,0
33,1852,1,telephone,25,no,no,371,secondary,no,services,no,single,feb,204,other,3
31,-749,4,cellular,29,no,no,82,tertiary,yes,technician,yes,single,jul,-1,unknown,0
54,719,1,cellular,2,no,no,242,secondary,yes,technician,no,married,feb,264,failure,1
36,4613,1,cellular,2,no,no,320,secondary,no,technician,no,married,apr,134,failure,2
40,664,2,cellular,19,no,no,188,secondary,no,admin.,no,single,nov,121,success,2
32,291,6,telephone,28,no,no,223,tertiary,no,admin.,no,single,jan,275,other,5
27,24,2,cellular,2,no,no,344,tertiary,yes,student,no,single,feb,-1,unknown,0
42,823,1,cellular,28,no,no,137,secondary,yes,technician,no,single,jan,-1,unknown,0
30,1235,3,cellular,28,no,no,104,tertiary,yes,management,no,married,jul,-1,unknown,0
43,1195,9,unknown,15,no,no,516,secondary,yes,technician,no,single,may,-1,unknown,0
44,21,2,cellular,24,no,no,323,unknown,no,management,no,married,aug,-1,unknown,0
46,363,3,cellular,6,no,no,209,secondary,yes,technician,no,married,aug,-1,unknown,0
36,0,1,unknown,19,no,no,238,secondary,no,blue-collar,no,single,jun,-1,unknown,0
44,0,1,cellular,24,no,no,184,primary,yes,blue-collar,no,single,jul,-1,unknown,0
30,136,1,unknown,23,no,no,152,tertiary,yes,management,no,single,may,-1,unknown,0
34,846,2,cellular,17,no,no,758,secondary,yes,admin.,no,single,apr,-1,unknown,0
20,0,5,cellular,1,no,no,143,primary,no,student,no,single,feb,91,failure,8
31,505,3,cellular,11,no,no,773,secondary,no,services,no,married,jul,-1,unknown,0
34,3986,2,cellular,17,no,no,345,primary,yes,blue-collar,no,married,apr,-1,unknown,0
27,11862,5,telephone,25,no,no,281,tertiary,no,technician,no,single,may,101,success,1
47,145,1,unknown,1,yes,no,163,primary,no,management,yes,married,jul,-1,unknown,0
56,2037,1,cellular,6,no,no,160,tertiary,no,management,no,divorced,may,91,success,5
45,441,1,cellular,2,no,no,535,secondary,yes,technician,no,divorced,feb,-1,unknown,0
35,105,2,unknown,8,no,no,369,primary,yes,blue-collar,no,married,may,-1,unknown,0
32,465,2,cellular,12,no,no,210,secondary,yes,technician,no,married,may,-1,unknown,0
44,320,3,cellular,5,no,no,269,secondary,yes,entrepreneur,yes,married,feb,234,other,2
38,-762,2,unknown,30,no,no,408,secondary,yes,services,yes,married,may,-1,unknown,0
32,316,3,cellular,29,no,no,215,tertiary,yes,management,no,single,jan,-1,unknown,0
58,903,1,cellular,28,no,no,56,unknown,no,admin.,no,married,jan,-1,unknown,0
35,123,3,unknown,9,no,no,83,tertiary,yes,management,no,single,may,-1,unknown,0
40,273,1,unknown,19,no,no,1082,secondary,yes,blue-collar,no,married,jun,-1,unknown,0
36,1345,3,unknown,30,no,no,231,secondary,yes,technician,no,married,may,-1,unknown,0
52,1027,1,cellular,23,no,no,59,secondary,no,blue-collar,no,married,jul,-1,unknown,0
35,1855,1,unknown,7,no,no,138,secondary,yes,technician,no,single,may,-1,unknown,0
38,1315,12,unknown,20,no,no,23,secondary,no,services,no,single,jun,-1,unknown,0
43,59,3,cellular,15,no,no,60,secondary,yes,admin.,no,married,jul,-1,unknown,0
43,2682,8,cellular,30,no,no,103,secondary,no,admin.,no,married,jul,-1,unknown,0
35,2682,1,cellular,9,no,no,156,tertiary,yes,management,no,married,jul,-1,unknown,0
40,3164,2,cellular,3,no,no,329,secondary,yes,services,no,married,apr,-1,unknown,0
49,342,3,cellular,19,no,no,58,secondary,no,technician,yes,divorced,nov,-1,unknown,0
35,1742,2,cellular,31,no,no,39,secondary,yes,services,no,single,jul,-1,unknown,0
42,-106,1,unknown,29,no,no,95,secondary,yes,technician,no,divorced,may,-1,unknown,0
29,67,2,cellular,28,no,no,330,unknown,no,unemployed,no,single,jan,-1,unknown,0
26,430,2,cellular,5,no,no,450,secondary,no,technician,no,single,feb,-1,unknown,0
44,-234,3,cellular,15,no,no,71,primary,yes,blue-collar,yes,single,may,347,failure,1
29,0,1,cellular,13,no,no,155,tertiary,yes,management,no,single,may,351,failure,1
36,-206,2,unknown,8,no,no,177,secondary,yes,blue-collar,no,married,may,-1,unknown,0
30,656,1,unknown,4,no,no,523,secondary,no,technician,yes,single,jul,-1,unknown,0
52,603,1,unknown,9,no,no,79,secondary,no,retired,yes,married,jun,-1,unknown,0
55,1102,2,unknown,15,no,no,126,secondary,yes,admin.,no,married,may,-1,unknown,0
30,117,1,cellular,28,no,no,135,secondary,no,services,no,single,jan,-1,unknown,0
29,-13,3,cellular,14,no,no,512,secondary,yes,technician,no,single,may,-1,unknown,0
27,1993,5,cellular,5,no,no,102,tertiary,yes,admin.,no,single,may,-1,unknown,0
58,5920,1,cellular,21,no,no,96,unknown,yes,retired,no,divorced,nov,121,failure,1
33,881,5,unknown,21,no,no,67,secondary,yes,services,no,married,may,-1,unknown,0
48,0,4,cellular,17,no,no,109,secondary,yes,admin.,no,married,jul,-1,unknown,0
39,953,6,cellular,30,no,no,23,secondary,no,housemaid,no,married,jan,232,other,3
55,781,3,cellular,3,no,no,112,primary,yes,blue-collar,no,married,feb,270,failure,2
40,1530,3,cellular,20,no,no,8,primary,yes,blue-collar,no,single,apr,315,failure,1
33,2667,1,cellular,18,no,no,57,tertiary,yes,management,no,single,may,180,failure,3
56,5310,1,unknown,19,no,no,74,secondary,no,admin.,no,married,jun,-1,unknown,0
42,1468,1,unknown,28,no,no,136,secondary,yes,blue-collar,no,married,may,-1,unknown,0
43,0,1,cellular,9,no,no,132,primary,yes,unknown,no,married,jul,-1,unknown,0
41,144,3,cellular,27,no,no,123,tertiary,no,management,no,married,feb,-1,unknown,0
58,247,6,unknown,20,no,no,66,secondary,no,admin.,yes,single,jun,-1,unknown,0
29,258,1,unknown,26,no,no,130,primary,yes,blue-collar,no,married,may,-1,unknown,0
38,595,1,cellular,18,no,no,70,tertiary,yes,management,no,married,nov,-1,unknown,0
49,259,2,unknown,16,yes,no,283,secondary,no,blue-collar,no,divorced,may,-1,unknown,0
55,2408,2,telephone,9,no,no,327,secondary,no,self-employed,no,married,apr,140,failure,1
53,1356,2,cellular,5,no,no,397,tertiary,yes,management,no,married,aug,93,failure,2
56,292,9,unknown,28,no,no,228,secondary,yes,admin.,no,married,may,-1,unknown,0
31,2384,2,cellular,14,no,no,608,tertiary,yes,management,no,single,apr,-1,unknown,0
29,307,1,cellular,3,no,no,216,secondary,yes,technician,no,single,feb,-1,unknown,0
48,292,6,cellular,29,no,no,164,secondary,yes,admin.,yes,married,jul,-1,unknown,0
43,3131,3,unknown,3,no,no,441,primary,yes,blue-collar,no,married,jun,-1,unknown,0
29,0,2,unknown,12,no,no,33,secondary,no,technician,no,married,may,-1,unknown,0
39,2258,2,cellular,31,no,no,255,tertiary,yes,management,no,single,jul,-1,unknown,0
53,1348,3,cellular,17,no,no,120,tertiary,no,management,yes,married,jul,-1,unknown,0
48,741,1,cellular,16,no,no,227,secondary,yes,blue-collar,no,married,apr,-1,unknown,0
34,0,1,cellular,22,no,no,176,tertiary,no,management,no,married,apr,-1,unknown,0
52,741,2,cellular,7,no,no,63,tertiary,no,management,no,single,aug,-1,unknown,0
30,521,1,cellular,19,no,no,648,secondary,yes,admin.,no,married,nov,-1,unknown,0
45,5315,2,cellular,15,no,no,262,primary,yes,entrepreneur,yes,married,may,-1,unknown,0
54,1660,3,cellular,20,no,no,337,secondary,no,management,no,married,nov,-1,unknown,0
44,163,1,cellular,12,no,no,44,unknown,yes,self-employed,no,married,aug,100,success,3
35,1163,1,unknown,20,no,no,284,secondary,yes,entrepreneur,no,married,may,-1,unknown,0
34,122,5,unknown,27,no,no,73,tertiary,no,technician,no,single,may,-1,unknown,0
22,1,4,telephone,15,no,no,263,unknown,no,student,no,single,jun,-1,unknown,0
65,493,1,cellular,16,no,no,622,primary,no,retired,no,married,oct,182,failure,1
49,0,2,cellular,19,no,no,99,unknown,no,management,no,married,nov,-1,unknown,0
38,715,1,cellular,2,no,no,951,unknown,yes,management,no,single,apr,132,failure,3
28,558,1,cellular,15,no,no,300,tertiary,yes,technician,no,single,may,-1,unknown,0
33,16992,1,unknown,29,no,no,58,tertiary,yes,technician,no,married,may,-1,unknown,0
34,179,1,cellular,20,no,no,184,tertiary,yes,management,no,married,nov,-1,unknown,0
26,198,1,cellular,5,no,no,161,unknown,no,student,no,single,feb,-1,unknown,0
37,152,2,cellular,17,no,no,252,primary,yes,blue-collar,no,married,apr,-1,unknown,0
40,2805,6,cellular,14,no,no,173,primary,yes,blue-collar,no,married,may,353,failure,23
28,6332,1,telephone,7,no,no,149,secondary,yes,services,no,single,may,343,failure,4
31,2420,1,cellular,19,no,no,166,secondary,yes,technician,no,married,nov,-1,unknown,0
42,580,2,cellular,22,no,no,67,secondary,no,management,no,married,aug,-1,unknown,0
34,259,2,cellular,11,no,no,316,secondary,no,technician,no,divorced,aug,-1,unknown,0
34,-451,1,cellular,23,no,no,498,secondary,yes,services,yes,married,jul,-1,unknown,0
53,261,2,cellular,19,no,no,100,tertiary,no,management,no,married,aug,-1,unknown,0
55,323,1,cellular,13,no,no,200,tertiary,yes,entrepreneur,yes,married,may,-1,unknown,0
51,0,1,cellular,30,no,no,643,tertiary,no,entrepreneur,no,single,jan,-1,unknown,0
58,235,4,cellular,27,no,no,88,secondary,no,retired,no,married,aug,-1,unknown,0
35,526,2,cellular,2,no,no,914,primary,yes,blue-collar,no,married,feb,-1,unknown,0
35,4366,3,unknown,28,no,no,173,primary,yes,blue-collar,no,married,may,-1,unknown,0
31,0,2,unknown,13,no,no,164,tertiary,yes,technician,yes,married,may,-1,unknown,0
32,833,5,telephone,2,no,no,227,secondary,yes,student,no,married,nov,164,other,3
59,-13,1,cellular,11,yes,no,77,primary,no,retired,no,married,aug,-1,unknown,0
50,405,6,cellular,2,no,no,82,tertiary,no,management,no,divorced,apr,-1,unknown,0
37,3517,1,unknown,23,no,no,445,primary,yes,blue-collar,no,married,may,-1,unknown,0
30,699,1,unknown,29,no,no,544,secondary,yes,services,no,married,may,-1,unknown,0
41,943,3,unknown,29,no,no,242,primary,yes,blue-collar,no,married,may,-1,unknown,0
43,794,3,cellular,13,no,no,38,primary,yes,blue-collar,no,married,may,-1,unknown,0
34,503,2,unknown,26,no,no,120,primary,yes,blue-collar,no,married,may,-1,unknown,0
42,-700,1,unknown,14,no,no,110,tertiary,yes,management,no,married,may,-1,unknown,0
33,644,2,cellular,11,no,no,99,tertiary,no,management,no,married,aug,-1,unknown,0
26,335,2,telephone,29,no,no,393,secondary,no,services,no,single,jan,-1,unknown,0
32,719,6,unknown,28,no,no,79,secondary,yes,technician,no,single,may,-1,unknown,0
41,-195,1,cellular,20,no,no,112,tertiary,no,management,yes,married,nov,-1,unknown,0
49,972,3,cellular,16,no,no,104,secondary,no,technician,no,divorced,nov,175,failure,2
51,5050,7,unknown,16,no,no,75,primary,no,blue-collar,yes,married,jun,-1,unknown,0
43,232,1,cellular,15,no,no,45,primary,no,blue-collar,yes,married,may,-1,unknown,0
45,2406,2,cellular,20,no,no,108,primary,yes,services,yes,married,apr,-1,unknown,0
42,324,3,cellular,15,no,no,528,secondary,yes,entrepreneur,no,married,jul,-1,unknown,0
37,168,2,cellular,17,no,no,266,secondary,yes,blue-collar,no,married,apr,-1,unknown,0
59,374,2,cellular,29,no,no,272,secondary,no,retired,no,married,aug,-1,unknown,0
31,658,1,cellular,22,no,no,100,secondary,no,services,no,single,may,-1,unknown,0
22,-1,1,unknown,9,no,no,136,secondary,yes,admin.,no,single,may,-1,unknown,0
30,280,3,telephone,5,no,no,92,secondary,no,self-employed,no,single,may,-1,unknown,0
52,0,4,cellular,26,no,no,168,unknown,no,admin.,no,divorced,aug,-1,unknown,0
50,0,4,cellular,22,no,no,125,primary,no,self-employed,no,married,aug,-1,unknown,0
34,2064,2,unknown,26,no,no,165,secondary,yes,admin.,no,married,may,-1,unknown,0
30,128,1,unknown,14,no,no,273,secondary,yes,blue-collar,no,married,may,-1,unknown,0
56,0,1,cellular,17,no,no,82,primary,yes,blue-collar,no,married,jul,-1,unknown,0
31,863,1,cellular,3,no,no,146,secondary,yes,technician,no,single,feb,263,success,5
51,50,2,cellular,26,no,no,178,secondary,no,admin.,no,married,aug,-1,unknown,0
33,187,3,cellular,20,no,no,168,secondary,yes,services,no,single,apr,326,failure,1
47,-614,2,unknown,26,yes,no,118,secondary,yes,blue-collar,no,married,may,-1,unknown,0
46,841,1,unknown,6,no,no,158,tertiary,yes,technician,no,married,may,-1,unknown,0
44,206,1,cellular,14,no,no,78,secondary,yes,services,no,divorced,may,365,failure,1
51,984,4,telephone,7,no,no,353,secondary,yes,blue-collar,no,married,apr,-1,unknown,0
39,201,4,unknown,6,no,no,148,secondary,no,technician,yes,single,jun,-1,unknown,0
41,585,1,telephone,20,no,no,60,tertiary,yes,technician,no,married,apr,-1,unknown,0
33,8514,1,cellular,20,no,no,131,tertiary,no,management,no,single,aug,-1,unknown,0
31,728,1,cellular,15,no,no,152,secondary,yes,admin.,yes,married,may,352,failure,4
60,80,1,unknown,15,no,no,397,secondary,yes,entrepreneur,no,divorced,may,-1,unknown,0
34,1246,3,unknown,28,no,no,88,secondary,no,technician,no,married,may,-1,unknown,0
58,818,1,cellular,22,no,no,283,secondary,no,services,no,married,aug,-1,unknown,0
36,1815,1,unknown,5,no,no,387,unknown,no,admin.,no,single,jun,-1,unknown,0
42,0,2,cellular,30,no,no,351,secondary,no,technician,no,married,jul,-1,unknown,0
44,210,2,unknown,12,no,no,111,secondary,no,services,yes,divorced,may,-1,unknown,0
31,71,2,cellular,17,no,no,740,secondary,yes,services,no,married,jul,-1,unknown,0
51,1869,3,unknown,17,no,no,30,primary,no,blue-collar,no,married,jun,-1,unknown,0
59,1040,1,telephone,31,no,no,733,primary,no,admin.,no,married,jul,-1,unknown,0
33,920,1,cellular,13,no,no,111,secondary,no,admin.,no,married,aug,105,success,1
47,668,6,cellular,4,no,no,230,secondary,yes,blue-collar,no,married,may,354,success,2
43,36,1,cellular,13,no,no,61,tertiary,no,management,no,divorced,feb,193,failure,1
44,-972,2,unknown,16,yes,no,114,primary,yes,housemaid,yes,married,may,-1,unknown,0
29,382,1,unknown,12,no,no,460,secondary,yes,admin.,no,single,may,-1,unknown,0
30,-170,1,unknown,26,no,no,130,secondary,yes,admin.,yes,married,may,-1,unknown,0
43,5172,3,unknown,29,no,no,57,unknown,yes,management,no,married,may,-1,unknown,0
53,1,1,cellular,21,no,no,190,tertiary,no,technician,no,single,aug,-1,unknown,0
46,922,2,telephone,18,no,no,296,secondary,yes,blue-collar,no,married,nov,-1,unknown,0
41,3016,3,cellular,14,no,no,80,tertiary,yes,management,no,married,jul,-1,unknown,0
44,0,2,cellular,30,no,no,83,primary,yes,blue-collar,no,married,jul,-1,unknown,0
38,1101,1,telephone,9,no,no,43,tertiary,yes,management,no,married,nov,-1,unknown,0
43,3578,2,cellular,29,no,no,376,tertiary,no,management,no,divorced,jan,-1,unknown,0
41,0,1,unknown,6,no,no,238,primary,yes,blue-collar,yes,married,may,-1,unknown,0
44,0,1,cellular,21,no,no,90,secondary,yes,blue-collar,no,married,jul,-1,unknown,0
31,-190,3,cellular,8,no,no,299,secondary,yes,blue-collar,yes,married,may,-1,unknown,0
59,185,1,cellular,4,no,no,283,tertiary,no,self-employed,no,married,feb,-1,unknown,0
30,156,9,unknown,9,no,no,174,tertiary,yes,management,no,single,jun,-1,unknown,0
35,503,2,unknown,9,no,no,57,secondary,yes,blue-collar,yes,married,may,-1,unknown,0
57,485,2,cellular,2,no,no,79,secondary,no,retired,no,married,feb,187,failure,2
53,392,1,cellular,28,no,no,70,secondary,yes,technician,no,divorced,jan,245,failure,1
35,625,1,cellular,13,no,no,267,secondary,no,blue-collar,no,married,may,-1,unknown,0
49,468,2,cellular,5,no,no,608,primary,no,services,no,married,aug,-1,unknown,0
41,280,1,cellular,2,no,no,88,secondary,yes,management,no,married,jun,95,success,2
40,181,1,unknown,16,no,no,370,secondary,yes,services,no,married,may,-1,unknown,0
57,1401,22,cellular,21,no,no,91,unknown,no,admin.,no,married,aug,-1,unknown,0
38,1349,1,unknown,6,no,no,100,unknown,yes,management,no,married,may,-1,unknown,0
49,5737,2,unknown,29,no,no,417,primary,yes,services,no,married,may,-1,unknown,0
38,1187,1,cellular,2,no,no,157,tertiary,yes,management,yes,married,feb,-1,unknown,0
26,5231,2,cellular,17,no,no,222,secondary,no,admin.,yes,married,jul,-1,unknown,0
34,3185,1,unknown,13,no,no,520,secondary,yes,admin.,no,married,may,-1,unknown,0
58,3228,2,cellular,19,no,no,58,tertiary,no,management,no,married,aug,-1,unknown,0
30,80,2,unknown,8,no,no,185,secondary,yes,services,no,married,may,-1,unknown,0
52,2800,1,unknown,19,no,no,149,primary,no,blue-collar,no,divorced,jun,-1,unknown,0
30,10,8,cellular,26,no,no,276,tertiary,no,technician,no,single,aug,-1,unknown,0
52,331,4,cellular,8,no,no,84,secondary,no,blue-collar,no,married,aug,-1,unknown,0
34,223,6,cellular,11,no,no,103,secondary,no,entrepreneur,yes,married,aug,-1,unknown,0
33,0,1,cellular,8,no,no,174,primary,no,blue-collar,no,married,may,-1,unknown,0
34,35,1,cellular,15,no,no,76,tertiary,yes,admin.,no,married,oct,69,failure,2
23,299,1,unknown,19,no,no,104,secondary,yes,admin.,no,married,jun,-1,unknown,0
37,240,1,cellular,11,no,no,259,primary,yes,blue-collar,no,married,may,370,other,2
59,3534,4,cellular,21,no,no,216,unknown,no,management,no,married,nov,-1,unknown,0
42,223,6,cellular,6,no,no,92,tertiary,no,management,no,married,aug,-1,unknown,0
50,-194,2,cellular,13,no,no,238,secondary,yes,admin.,no,divorced,apr,-1,unknown,0
41,1545,2,cellular,13,no,no,183,secondary,no,technician,yes,divorced,aug,-1,unknown,0
34,440,2,cellular,6,no,no,445,secondary,yes,technician,no,single,may,345,failure,2
57,2538,2,telephone,17,no,no,485,primary,no,management,yes,married,jul,-1,unknown,0
52,337,3,unknown,19,no,no,85,unknown,yes,services,no,married,may,-1,unknown,0
61,-492,1,unknown,4,no,no,333,unknown,no,retired,yes,married,jul,-1,unknown,0
31,53,2,cellular,28,no,no,97,tertiary,no,technician,no,single,jan,-1,unknown,0
27,91,6,telephone,4,no,no,157,secondary,no,student,no,single,dec,95,other,37
48,316,2,unknown,5,no,no,560,primary,no,blue-collar,no,single,jun,-1,unknown,0
27,3196,2,cellular,9,no,no,10,unknown,no,management,no,single,feb,-1,unknown,0
37,2697,1,cellular,20,no,no,430,secondary,yes,blue-collar,no,married,apr,-1,unknown,0
28,3,2,cellular,11,no,no,135,tertiary,no,student,no,single,nov,148,other,1
34,244,2,cellular,4,no,no,696,secondary,no,services,no,married,feb,-1,unknown,0
42,410,2,cellular,21,no,no,34,unknown,no,services,no,single,nov,-1,unknown,0
39,159,1,cellular,19,no,no,177,secondary,no,admin.,no,married,nov,-1,unknown,0
30,6432,2,cellular,21,no,no,206,tertiary,yes,management,no,married,nov,119,other,3
35,-701,3,cellular,7,no,no,531,secondary,yes,blue-collar,yes,married,may,-1,unknown,0
43,24,2,cellular,31,no,no,35,primary,no,housemaid,no,single,jul,-1,unknown,0
33,296,2,cellular,16,no,no,90,tertiary,no,management,no,married,jul,-1,unknown,0
24,1,2,cellular,11,no,no,79,secondary,yes,blue-collar,no,single,may,-1,unknown,0
39,1965,1,unknown,2,no,no,65,secondary,yes,technician,no,married,jun,-1,unknown,0
27,501,4,telephone,30,no,no,370,tertiary,no,technician,yes,single,jan,-1,unknown,0
50,3558,10,cellular,26,no,no,84,secondary,no,blue-collar,no,married,aug,-1,unknown,0
30,177,2,cellular,9,no,no,62,secondary,yes,blue-collar,no,married,apr,332,failure,3
52,204,2,cellular,7,no,no,134,secondary,no,technician,no,divorced,aug,-1,unknown,0
30,46,2,unknown,6,no,no,114,secondary,yes,admin.,no,married,may,-1,unknown,0
35,2047,1,cellular,1,no,no,66,secondary,yes,technician,no,divorced,oct,-1,unknown,0
36,810,1,unknown,17,no,no,296,secondary,yes,admin.,no,single,jun,-1,unknown,0
39,1914,4,cellular,18,no,no,94,tertiary,no,management,no,single,aug,-1,unknown,0
43,56831,1,unknown,15,no,no,243,secondary,no,admin.,no,single,may,-1,unknown,0
43,386,1,cellular,12,no,no,242,secondary,no,admin.,no,single,oct,92,success,4
46,469,1,cellular,2,no,no,75,primary,yes,admin.,no,married,feb,264,other,10
33,69,2,cellular,4,no,no,77,tertiary,no,admin.,yes,married,may,-1,unknown,0
56,-124,5,unknown,15,no,no,374,tertiary,yes,entrepreneur,no,married,may,-1,unknown,0
60,600,6,cellular,19,no,no,99,primary,no,retired,no,married,aug,-1,unknown,0
48,3842,1,cellular,1,no,no,168,tertiary,no,management,no,married,oct,122,success,2
31,-720,2,unknown,15,no,no,112,secondary,yes,blue-collar,yes,married,may,-1,unknown,0
36,1127,1,cellular,10,no,no,455,secondary,yes,blue-collar,no,single,jul,-1,unknown,0
24,423,3,unknown,5,no,no,226,secondary,yes,student,no,single,may,-1,unknown,0
27,-59,3,cellular,8,no,no,154,secondary,no,blue-collar,yes,married,jul,-1,unknown,0
36,0,1,cellular,11,no,no,94,secondary,yes,admin.,yes,married,may,-1,unknown,0
29,1489,1,unknown,28,no,no,430,tertiary,yes,technician,no,married,may,-1,unknown,0
42,0,4,cellular,14,no,no,277,secondary,no,self-employed,no,married,aug,-1,unknown,0
44,1451,7,cellular,5,no,no,80,tertiary,yes,management,no,married,feb,80,failure,15
42,452,2,cellular,17,no,no,359,unknown,yes,blue-collar,no,married,nov,-1,unknown,0
39,283,2,unknown,26,no,no,126,secondary,yes,entrepreneur,no,married,may,-1,unknown,0
45,16,2,cellular,31,no,no,59,tertiary,no,management,no,single,jul,-1,unknown,0
